NRO;CODIGO;UND;DESCRIPCION;ESTADO;OBSERVACION;
152;U147111640742;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
153;U147111640743;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
154;U147111640744;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
155;U147111640745;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
156;U147111640746;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
157;U147121716887;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA DE 1000VA;BUENO;Movido al 236-41;
1;U070312462230;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Cuadrada;
2;U070312462236;UND;SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST;BUENO;Cuadrada;
3;U144712462075;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;;
4;U144712462080;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;;
5;U144712462083;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;;
6;U144712462086;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;;
7;U144712462088;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;;
8;U144712462098;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;;
9;U144712462100;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;;
